,User_ID,Country,Age,Harry_Potter_1,A_Painted_House,Snow_Falling_on_Cedars,The_Firm,Harry_Potter_5,Ladies_Detective_Agency,The_Rainmaker,The_Bridges_of_Madison_County,A_Child_Called_It,Bridget_Jones_Diary,Stones_From_The_River,The_Perfect_Storm
19267,137766,germany,40,0,0,0,0,0,0,0,0,0,0,0,0
23792,137776,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
8634,137803,italy,27,0,0,0,0,0,0,0,0,0,0,0,0
10611,137808,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
2784,137816,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
13091,137835,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
6184,137849,usa,39,0,0,0,0,1,0,0,0,0,0,0,0
15798,137878,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6626,137881,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23331,137939,other,61,0,0,0,0,0,0,0,0,0,0,0,0
22276,137942,Spain,31,0,0,0,0,0,0,0,0,0,0,0,0
4483,137953,usa,31,0,0,1,0,0,0,0,0,0,0,0,0
16225,137956,switzerland,27,0,0,0,0,0,0,0,0,0,0,0,0
18865,137966,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
17391,137978,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16042,137985,united kingdom,23,0,0,0,0,0,0,0,0,0,0,0,0
23720,137998,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
3176,138010,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
4087,138018,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16866,138033,australia,34,0,0,0,0,0,0,0,0,0,0,0,0
9042,138045,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1106,138054,usa,35,0,0,0,0,0,0,0,0,0,0,0,1
18576,138063,france,35,0,0,0,0,0,0,0,0,0,0,0,0
1003,138097,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7216,138115,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2302,138124,united kingdom,24,0,0,0,0,0,0,0,0,0,0,0,0
2873,138138,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
10630,138139,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
6316,138159,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6466,138176,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
5857,138198,canada,37,0,0,0,0,0,0,0,0,0,0,0,0
5569,138202,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
9241,138220,usa,14,0,0,0,0,0,0,0,0,0,0,0,0
10413,138239,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
17724,138245,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
9089,138257,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
12664,138259,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
5091,138273,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21540,138279,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
16148,138280,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10440,138286,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6185,138300,usa,31,0,0,0,0,1,0,0,0,0,0,0,0
2837,138301,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
13927,138307,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
20711,138368,germany,29,0,0,0,0,0,0,0,0,0,0,0,0
14846,138372,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
5467,138379,usa,51,0,1,0,0,0,0,0,0,0,0,0,0
11175,138381,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3944,138382,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6729,138390,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
11468,138397,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16599,138424,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
24170,138437,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7497,138439,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
24024,138440,netherlands,35,0,0,0,0,0,0,0,0,0,0,0,0
20251,138455,germany,18,0,0,0,0,0,0,0,0,0,0,0,0
12018,138467,other,18,0,0,0,0,0,0,0,0,0,0,0,0
22933,138468,argentina,41,0,0,0,0,0,0,0,0,0,0,0,0
10905,138486,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
2498,138487,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
20348,138496,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18764,138499,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
8755,138515,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
15404,138516,canada,17,0,0,0,0,0,0,0,0,0,0,0,0
9156,138525,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1973,138529,italy,35,0,0,0,0,0,0,0,0,0,1,0,0
2052,138543,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
16300,138557,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1658,138578,usa,38,0,0,0,0,0,0,0,0,0,0,0,0
15993,138588,germany,41,0,0,0,0,0,0,0,0,0,0,0,0
3013,138602,usa,36,0,0,0,0,1,0,0,0,0,0,0,0
19661,138620,germany,16,0,0,0,0,0,0,0,0,0,0,0,0
16326,138628,australia,22,0,0,0,0,0,0,0,0,0,0,0,0
9825,138632,canada,50,0,0,0,0,0,0,0,0,0,0,0,0
1678,138641,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7097,138644,canada,38,0,0,0,0,0,0,0,0,0,0,0,0
5684,138647,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7741,138650,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8838,138656,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
14847,138665,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6730,138672,usa,33,0,1,0,0,0,0,0,0,0,0,0,0
7642,138674,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
4472,138690,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9299,138744,usa,35,0,0,0,0,0,1,0,0,0,0,0,0
5115,138761,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
21120,138763,austria,35,0,0,0,0,0,0,0,0,0,0,0,0
1004,138777,usa,35,1,0,0,0,0,0,0,0,0,0,0,0
5717,138813,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6186,138815,other,53,0,0,0,0,1,0,0,0,0,0,0,0
1810,138826,usa,61,0,0,0,0,0,0,0,0,0,0,0,0
2774,138844,canada,40,0,0,0,0,0,1,0,0,0,0,0,0
11484,138852,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
3681,138867,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22610,138874,spain,18,0,0,0,0,0,0,0,0,0,0,0,0
7775,138883,usa,16,0,0,0,0,0,0,0,0,0,0,0,0
8545,138894,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
2053,138906,canada,37,0,0,0,0,0,0,0,0,0,0,0,0
8981,138918,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15800,138940,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
15748,138951,usa,54,0,0,0,0,0,0,0,0,0,0,0,0
13140,138955,usa,52,0,0,0,0,0,0,0,0,0,0,0,0
23394,138987,brazil,27,0,0,0,0,0,0,0,0,0,0,0,0
1107,138995,usa,47,1,0,0,0,0,0,0,0,0,0,0,1
17017,138999,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11964,139031,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
10927,139032,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16653,139065,other,16,0,0,0,0,0,0,0,0,0,0,0,0
1777,139070,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
6414,139084,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10656,139126,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
4521,139141,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1388,139154,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18123,139178,france,35,0,0,0,0,0,0,0,0,0,0,0,0
18316,139179,france,27,0,0,0,0,0,0,0,0,0,0,0,0
18189,139182,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
9244,139183,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20423,139193,germany,30,0,0,0,0,0,0,0,0,0,0,0,0
324,139206,usa,52,0,0,0,0,0,0,0,0,0,0,0,0
6731,139208,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
1716,139209,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
13964,139221,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
10760,139222,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
20732,139223,germany,25,0,0,0,0,0,0,0,0,0,0,0,0
4727,139243,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2376,139245,usa,13,0,0,0,0,0,0,0,0,0,0,0,0
17045,139254,usa,48,0,0,0,0,0,0,0,0,0,0,0,0
14575,139273,other,34,0,0,0,0,0,0,0,0,0,0,0,0
17280,139286,canada,48,0,0,0,0,0,0,0,0,0,0,0,0
9210,139287,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
2925,139288,canada,44,0,0,0,0,0,0,0,0,0,0,0,0
21803,139300,germany,28,0,0,0,0,0,0,0,0,0,0,0,0
7969,139316,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20674,139338,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21534,139347,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
2985,139359,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
7723,139360,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10598,139369,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8990,139378,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8932,139387,canada,30,0,0,0,0,0,0,0,0,0,0,0,0
9794,139395,australia,46,0,0,0,0,0,0,0,0,0,0,0,0
24076,139417,portugal,22,0,0,0,0,0,0,0,0,0,0,0,0
8839,139421,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21285,139431,germany,50,0,0,0,0,0,0,0,0,0,0,0,0
17439,139436,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
24257,139450,spain,34,0,0,0,0,0,0,0,0,0,0,0,0
20856,139451,germany,27,0,0,0,0,0,0,0,0,0,0,0,0
22465,139452,spain,37,0,0,0,0,0,0,0,0,0,0,0,0
15537,139462,united kingdom,30,0,0,0,0,0,0,0,0,0,0,0,0
1005,139467,usa,53,0,0,0,0,0,0,0,0,0,0,0,0
12782,139470,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
17293,139477,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
17798,139480,france,26,0,0,0,0,0,0,0,0,0,0,0,0
18560,139485,france,36,0,0,0,0,0,0,0,0,0,0,0,0
18892,139486,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
23289,139494,spain,37,0,0,0,0,0,0,0,0,0,0,0,0
11473,139510,canada,36,0,0,0,0,0,0,0,0,0,0,0,0
23454,139513,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
3521,139515,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
6255,139524,usa,12,0,0,0,0,0,0,0,0,0,0,0,0
6732,139548,usa,30,0,1,0,0,0,0,0,0,0,0,0,0
7150,139574,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
4668,139579,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
12485,139584,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17325,139586,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
16176,139598,other,35,0,0,0,0,0,0,0,0,0,0,0,0
8866,139601,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
16733,139607,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
12466,139634,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
6024,139639,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16187,139643,usa,66,0,0,0,0,0,0,0,0,0,0,0,0
12922,139706,usa,20,0,0,0,0,0,0,0,0,1,0,0,0
16120,139711,united kingdom,29,0,0,0,0,0,0,0,0,0,0,0,0
16556,139734,canada,17,0,0,0,0,0,0,0,0,0,0,0,0
11504,139742,canada,36,0,0,0,0,0,0,0,0,0,0,0,0
13872,139753,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4293,139755,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
18688,139785,france,23,0,0,0,0,0,0,0,0,0,0,0,0
1196,139828,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
1901,139835,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
17693,139846,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
15204,139857,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
20332,139860,germany,19,0,0,0,0,0,0,0,0,0,0,0,0
3654,139867,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
16149,139873,other,37,0,0,0,0,0,0,0,0,0,0,0,0
18407,139879,belgium,35,0,0,0,0,0,0,0,0,0,0,0,0
22067,139884,spain,38,0,0,0,0,0,0,0,0,0,0,0,0
1466,139904,usa,8,0,0,0,0,0,0,0,0,0,0,0,0
16835,139907,germany,38,0,0,0,0,0,0,0,0,0,0,0,0
3954,139913,usa,54,0,0,0,0,0,0,0,0,0,0,0,0
23543,139933,italy,41,0,0,0,0,0,0,0,0,0,0,0,0
21545,139961,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
266,139976,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
5294,139991,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
66,140000,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
16775,140008,other,35,0,0,0,0,0,0,0,0,0,0,0,0
19983,140020,germany,36,0,0,0,0,0,0,0,0,0,0,0,0
3201,140036,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3711,140043,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
21031,140064,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
2583,140069,canada,29,0,0,0,0,0,0,0,0,0,0,0,0
19330,140080,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
17691,140087,portugal,32,0,0,0,0,0,0,0,0,0,0,0,0
19071,140096,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18441,140105,france,20,0,0,0,0,0,0,0,0,0,0,0,0
14018,140126,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18466,140138,france,22,0,0,0,0,0,0,0,0,0,0,0,0
17775,140163,france,24,0,0,0,0,0,0,0,0,0,0,0,0
3397,140167,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
16760,140168,france,24,0,0,0,0,0,0,0,0,0,0,0,0
2893,140178,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23944,140181,italy,28,0,0,0,0,0,0,0,0,0,0,0,0
13643,140184,united kingdom,23,0,0,0,0,0,0,0,0,0,0,0,0
2295,140192,germany,24,0,0,0,0,0,0,0,0,0,0,0,0
2551,140196,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
20429,140222,germany,34,0,0,0,0,0,0,0,0,0,0,0,0
3712,140223,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
19331,140226,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
20292,140228,germany,15,0,0,0,0,0,0,0,0,0,0,0,0
11082,140231,portugal,35,0,0,0,0,0,0,0,0,0,0,0,0
19126,140232,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
20688,140249,germany,22,0,0,0,0,0,0,0,0,0,0,0,0
19752,140252,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
2054,140255,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
13202,140261,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
4192,140265,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
14333,140267,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15248,140272,other,35,0,0,0,0,0,0,0,0,0,0,0,0
19294,140291,germany,27,0,0,0,0,0,0,0,0,0,0,0,0
19933,140295,germany,36,0,0,0,0,0,0,0,0,0,0,0,0
18513,140323,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
6101,140335,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
1226,140358,usa,35,0,0,1,1,0,0,1,0,0,0,0,0
4516,140372,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
23384,140376,spain,38,0,0,0,0,0,0,0,0,0,0,0,0
21082,140381,germany,23,0,0,0,0,0,0,0,0,0,0,0,0
1538,140382,australia,38,0,0,0,0,0,0,0,0,0,0,0,0
22905,140393,spain,13,0,0,0,0,0,0,0,0,0,0,0,0
5437,140417,usa,59,0,0,0,0,0,0,0,0,0,0,0,0
9263,140424,usa,38,0,0,0,0,0,0,0,0,0,0,0,0
3120,140430,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
20520,140450,germany,29,0,0,0,0,0,0,0,0,0,0,0,0
22101,140472,spain,48,0,0,0,0,0,0,0,0,0,0,0,0
19938,140477,germany,40,0,0,0,0,0,0,0,0,0,0,0,0
13451,140478,other,16,0,0,0,0,0,0,0,0,0,0,0,0
11750,140483,usa,18,0,0,0,0,0,0,0,0,0,0,0,0
13616,140510,spain,43,0,0,0,0,0,0,0,0,0,0,0,0
18420,140531,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
924,140555,canada,31,0,0,0,0,0,0,0,0,0,0,1,0
20446,140556,germany,24,0,0,0,0,0,0,0,0,0,0,0,0
20632,140599,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
19789,140624,germany,32,0,0,0,0,0,0,0,0,0,0,0,0
17758,140629,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
21527,140651,germany,38,0,0,0,0,0,0,0,0,0,0,0,0
23871,140653,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
16439,140689,new zealand,20,0,0,0,0,0,0,0,0,0,0,0,0
23862,140697,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
19742,140708,germany,17,0,0,0,0,0,0,0,0,0,0,0,0
18383,140725,france,31,0,0,0,0,0,0,0,0,0,0,0,0
17651,140727,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18402,140756,france,27,0,0,0,0,0,0,0,0,0,0,0,0
17,140758,new zealand,23,0,0,0,0,0,0,0,0,0,0,0,0
1778,140763,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
21625,140799,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
19972,140805,germany,22,0,0,0,0,0,0,0,0,0,0,0,0
21466,140807,germany,34,0,0,0,0,0,0,0,0,0,0,0,0
20275,140814,germany,44,0,0,0,0,0,0,0,0,0,0,0,0
19881,140820,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
20493,140822,germany,54,0,0,0,0,0,0,0,0,0,0,0,0
21420,140828,germany,30,0,0,0,0,0,0,0,0,0,0,0,0
3388,140829,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19549,140840,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21496,140841,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21922,140846,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21077,140850,germany,15,0,0,0,0,0,0,0,0,0,0,0,0
18871,140853,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21701,140856,germany,38,0,0,0,0,0,0,0,0,0,0,0,0
17613,140858,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20370,140865,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21401,140869,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
826,140879,germany,36,0,0,0,0,0,1,0,0,0,0,0,0
20692,140881,austria,35,0,0,0,0,0,0,0,0,0,0,0,0
18377,140886,france,41,0,0,0,0,0,0,0,0,0,0,0,0
13114,140892,usa,16,0,0,0,0,0,0,0,0,0,0,0,0
1585,140930,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18305,140933,other,30,0,0,0,0,0,0,0,0,0,0,0,0
7370,140938,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14488,140945,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
3573,140963,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
2813,140974,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
19691,140997,germany,40,0,0,0,0,0,0,0,0,0,0,0,0
23858,141009,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
19022,141016,germany,21,0,0,0,0,0,0,0,0,0,0,0,0
10578,141047,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
14976,141053,other,34,0,0,0,0,0,0,0,0,0,0,0,0
18408,141085,france,16,0,0,0,0,0,0,0,0,0,0,0,0
10309,141086,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10584,141089,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
7375,141109,portugal,28,0,0,0,0,0,0,0,0,0,0,0,0
9765,141127,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
513,141147,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14,141157,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
19014,141203,germany,38,0,0,0,0,0,0,0,0,0,0,0,0
21126,141207,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18327,141219,france,57,0,0,0,0,0,0,0,0,0,0,0,0
15097,141247,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21444,141252,austria,35,0,0,0,0,0,0,0,0,0,0,0,0
8600,141256,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16390,141269,canada,28,0,0,0,0,0,0,0,0,0,0,0,0
5604,141279,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20784,141292,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
14775,141302,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2147,141310,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
8107,141322,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
9101,141328,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
20321,141329,germany,37,0,0,0,0,0,0,0,0,0,0,0,0
2055,141338,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11409,141350,usa,35,0,0,0,0,0,1,0,0,0,0,0,0
21671,141353,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
7325,141373,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6091,141392,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
22004,141426,other,29,0,0,0,0,0,0,0,0,0,0,0,0
2128,141444,usa,35,0,0,0,0,0,0,0,0,0,0,1,0
10213,141447,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12324,141470,united kingdom,28,0,0,0,0,0,0,0,0,0,0,0,0
17696,141481,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
414,141491,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
1254,141493,usa,44,0,0,0,1,0,1,0,0,1,0,0,0
2326,141511,usa,30,0,0,0,0,1,0,0,0,0,0,0,0
16013,141518,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
6733,141519,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
6856,141521,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11269,141600,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18432,141608,other,25,0,0,0,0,0,0,0,0,0,0,0,0
7946,141640,other,35,0,0,0,0,0,0,0,0,0,0,0,0
21781,141656,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21350,141694,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
1779,141710,usa,35,0,1,0,0,0,1,0,0,0,0,0,0
5033,141719,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14261,141729,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23894,141750,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
17995,141752,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
22850,141765,spain,17,0,0,0,0,0,0,0,0,0,0,0,0
22096,141771,spain,52,0,0,0,0,0,0,0,0,0,0,0,0
23336,141774,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
23501,141794,italy,30,0,0,0,0,0,0,0,0,0,0,0,0
9670,141805,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14360,141808,usa,65,0,0,0,0,0,0,0,0,0,0,0,0
1712,141819,australia,34,0,0,0,0,0,0,0,0,0,0,0,0
17632,141832,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
11075,141834,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
17018,141840,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
13665,141857,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3342,141865,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12186,141871,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1487,141888,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
20379,141896,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
4728,141901,new zealand,43,0,0,0,0,0,0,0,0,0,0,0,0
948,141902,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
2767,141909,usa,54,0,0,0,0,0,0,0,0,0,0,0,0
8373,141937,usa,25,1,0,0,0,0,0,0,0,0,0,0,0
7397,141953,new zealand,30,0,0,0,0,0,0,0,0,0,0,0,0
14812,141960,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16725,141965,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11846,141971,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
4927,141974,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11184,142005,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
15627,142012,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
12601,142013,usa,65,0,0,0,0,0,0,0,0,0,0,0,0
5005,142024,canada,61,0,0,0,0,0,0,0,0,0,0,0,0
7057,142026,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
12120,142031,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
12534,142039,usa,50,0,0,0,0,0,0,0,0,0,0,0,0
10776,142041,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11847,142051,canada,58,0,0,0,0,0,0,0,0,0,0,0,0
827,142055,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
858,142062,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
11077,142083,usa,57,0,0,0,0,0,0,0,0,0,0,0,0
1974,142087,usa,50,0,0,0,0,0,0,0,0,0,1,0,0
14614,142088,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
21725,142106,germany,34,0,0,0,0,0,0,0,0,0,0,0,0
9536,142110,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2441,142121,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
22105,142127,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
5397,142137,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16600,142142,australia,42,0,0,0,0,0,0,0,0,0,0,0,0
7287,142143,australia,32,0,0,0,0,0,0,0,0,0,0,0,0
23707,142150,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
5365,142169,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
16351,142172,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
9759,142174,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
22827,142185,spain,51,0,0,0,0,0,0,0,0,0,0,0,0
11334,142193,usa,18,0,0,0,0,0,0,0,0,0,0,0,0
20863,142203,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
23550,142204,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
12325,142209,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
